symbol	TCGA-50-5068-01A	TCGA-53-7624-01A	TCGA-99-8033-01A	TCGA-D8-A3Z6-01A	TCGA-EW-A1OY-01A	TCGA-EW-A1P3-01A	TCGA-EW-A2FR-01A	TCGA-GM-A2DA-01A	TCGA-IN-8462-01A	TCGA-QK-A6IH-01A
S100A10	0	0	1	1	1	1	0	0	0	0
MEST	0	1	0	1	0	1	0	0	1	0
S100A7	0	0	1	1	1	1	0	0	0	0
S100A13	0	0	1	1	1	1	0	0	0	0
FAP	0	1	0	0	0	0	0	0	0	0
SAA1	0	1	0	0	1	0	0	0	0	0
MFNG	0	0	0	0	0	0	0	0	0	0
FAT1	0	1	0	0	0	0	0	1	0	1
SYCP2	0	1	0	0	0	0	0	0	0	0
FAT2	0	1	0	0	0	0	0	0	0	1
EFEMP1	0	0	0	0	0	0	0	0	0	0
CAMK2N1	0	1	0	0	1	0	0	0	0	0
ADRB2	0	1	0	0	0	0	0	0	0	1
MYL9	0	1	0	0	1	0	0	0	0	0
HOOK1	0	0	0	0	1	0	0	0	0	0
MGST1	0	0	0	1	1	0	0	0	0	0
AEBP1	0	1	0	1	0	1	0	0	1	1
BASP1	0	1	1	0	1	0	0	0	0	1
IFITM3	0	0	0	0	0	0	0	0	0	0
YAP1	0	1	1	0	1	0	0	0	0	1
SERPINB3	0	1	0	1	0	0	0	0	1	1
SNX7	0	0	0	0	1	0	0	0	0	0
MID1	0	0	0	0	0	0	0	0	0	0
OSBPL1A	0	1	0	1	0	0	0	0	1	0
MLF1	0	1	0	0	0	0	0	0	0	1
AHR	0	1	0	1	0	1	0	0	1	1
AK4	0	0	0	0	1	0	0	0	0	0
BIN2	0	1	0	0	0	0	0	0	0	0
SRPX	0	0	0	0	0	0	0	0	0	0
MMP1	0	1	0	0	1	0	0	0	0	1
GPNMB	0	1	0	1	0	1	0	0	1	1
ALDH1A1	0	1	0	0	1	1	0	0	1	0
FBXO32	0	1	0	1	1	0	0	1	0	1
ALDH1A3	0	1	0	0	1	0	0	0	1	0
BCAR3	0	0	0	0	1	0	0	0	0	0
MMP7	0	1	0	0	1	0	0	0	0	1
ZCCHC7	0	1	0	0	1	1	0	0	0	1
ALDH3A2	0	1	0	0	1	1	0	1	1	0
MMP10	0	1	0	0	1	0	0	0	0	1
FHL2	0	1	0	0	0	0	0	0	0	0
MMP14	0	1	0	1	1	1	0	0	0	0
PRKAG2	0	1	0	1	0	1	0	0	1	0
SNX9	0	0	0	0	1	0	0	0	0	0
SDC1	0	1	0	0	0	0	0	0	0	0
SDC4	0	1	0	0	1	0	0	0	0	0
CAP2	0	1	0	0	1	0	0	0	0	0
FOXF2	0	1	0	0	1	0	0	0	0	0
STEAP1	0	1	0	1	0	1	0	0	1	0
FOXC1	0	1	0	0	1	0	0	0	0	0
GULP1	0	0	0	0	0	0	0	0	0	0
MUC20	0	1	0	0	0	0	0	0	0	0
SELL	0	1	1	1	1	1	0	0	0	0
FLI1	0	1	0	0	1	0	0	0	1	1
EVL	0	0	0	1	0	1	0	0	1	0
NID2	0	1	0	1	1	1	0	0	1	0
FLNB	0	1	0	0	0	0	0	0	0	1
SELENOP	0	1	0	0	1	0	0	0	0	1
SELENOW	0	1	0	0	0	0	0	0	0	0
LIMA1	0	1	0	0	0	0	0	0	0	0
SHROOM3	0	0	0	0	0	0	0	0	1	0
ASRGL1	0	1	0	0	1	0	0	0	0	0
ITPRIPL2	0	1	0	1	0	1	0	0	0	0
ATF5	0	1	0	0	0	0	0	0	0	0
ANGPT1	0	0	0	1	1	0	0	1	0	1
FN1	0	0	0	0	0	0	0	0	0	0
ANK3	0	1	0	1	0	0	0	0	0	1
ARHGAP23	0	0	0	0	0	1	0	1	1	0
PHLDA1	0	1	0	0	1	0	0	0	0	0
EMB	0	0	0	0	1	0	0	0	0	0
ANXA1	0	1	0	0	1	1	0	0	1	0
GPX8	0	1	0	0	0	0	0	0	0	1
ANXA2	0	1	0	0	1	0	0	0	0	0
SGK1	0	0	0	0	1	1	0	0	0	0
FOS	0	0	0	1	0	1	0	0	0	0
ANXA3	0	0	0	0	0	0	0	0	1	0
DDX60	0	1	0	0	0	0	0	1	0	1
RHOBTB3	0	1	0	0	0	0	0	0	0	1
ANXA4	0	1	0	0	0	0	0	0	0	0
TENT5A	0	0	0	0	1	0	0	0	0	0
AGR2	0	1	0	1	0	1	0	0	1	1
RUBCNL	0	1	1	0	1	0	0	0	1	1
HTATIP2	0	1	0	0	1	0	0	0	0	0
ENC1	0	1	0	0	0	0	0	0	0	1
FERMT1	0	1	0	0	0	0	0	0	0	0
DOCK10	0	0	0	0	0	0	0	0	0	0
STAP2	0	1	0	0	1	0	0	0	1	0
PRXL2A	0	1	0	0	0	0	0	0	0	1
IFITM1	0	0	0	0	0	0	0	0	0	0
MYO1B	0	0	0	0	0	0	0	0	0	0
CCDC80	0	1	0	0	0	0	0	0	0	1
ST6GAL1	0	1	0	0	0	0	0	0	0	1
YBX3	0	0	0	0	1	0	0	0	0	0
IFITM2	0	0	0	0	0	0	0	0	0	0
TMC4	0	1	0	0	0	0	1	0	0	0
APP	0	0	0	0	0	0	1	0	1	0
PIR	0	0	0	0	0	0	0	0	0	0
SHTN1	0	1	0	1	0	0	0	0	0	1
ZHX2	0	1	0	1	1	0	0	1	0	1
SLA	0	1	0	1	1	0	0	1	0	1
HVCN1	0	0	0	0	1	0	0	0	0	0
WDFY4	0	1	0	1	0	0	0	0	0	1
CDC42EP3	0	0	0	0	0	0	0	0	0	0
ST6GALNAC2	0	1	0	1	1	1	0	1	1	0
GPR160	0	1	0	0	0	0	0	0	0	1
AREG	0	0	0	1	0	0	0	0	1	0
CYFIP2	0	1	0	0	0	0	0	0	0	1
PDLIM4	0	1	0	0	0	0	0	0	0	1
MSN	0	0	0	0	0	0	0	0	0	0
RND3	0	1	0	0	0	0	0	0	0	1
ARHGDIB	0	0	0	0	1	0	0	0	0	0
MT1E	0	0	0	1	0	1	0	1	0	0
LSR	0	1	0	0	1	0	0	0	0	1
IGF2BP2	0	1	0	0	0	0	0	0	0	1
RGS20	0	0	0	0	1	0	1	0	0	1
SH2D4A	0	1	0	1	1	0	1	1	0	1
SPINT2	0	1	0	0	0	0	1	0	1	0
DKK1	0	1	0	1	0	0	0	0	0	1
KHDRBS3	0	1	0	1	1	0	0	1	0	1
CELF2	1	1	0	1	1	0	0	0	0	1
PLPP2	1	1	0	0	1	0	0	0	0	0
PTGR1	0	0	0	0	1	1	0	0	0	0
PLPP3	0	0	0	0	1	0	0	0	0	0
STC2	0	1	0	0	0	0	0	0	0	1
GALNT11	0	1	0	0	0	1	0	0	1	0
CNKSR3	0	0	0	0	1	0	0	0	0	0
ENAH	0	0	1	1	1	1	0	1	0	0
ASPH	0	0	0	1	1	0	1	0	0	1
PARVA	0	1	0	0	1	0	0	0	0	0
SNAI2	0	0	0	0	1	0	0	0	0	1
FTH1	0	1	0	0	1	0	0	0	0	0
CLEC2D	0	0	0	0	1	0	0	0	0	0
SMARCA1	0	0	0	0	0	0	0	0	0	0
TIFA	0	0	0	0	0	0	0	1	1	0
TSPAN13	0	1	0	1	0	1	0	0	1	1
OASL	0	0	0	0	1	0	0	0	0	0
DLK2	0	1	0	0	1	0	0	0	0	0
ULBP2	0	0	0	0	1	0	0	0	0	0
HES4	0	0	0	0	0	0	0	0	0	0
RASEF	0	0	0	0	1	1	0	0	1	0
DHX32	0	1	0	1	0	0	0	0	0	1
TRAF3IP3	0	1	1	1	1	1	0	1	0	0
FUCA2	0	0	0	0	1	0	0	0	0	0
LIMCH1	0	1	0	0	1	0	0	0	1	0
ZNF83	0	1	0	0	0	0	0	0	0	0
PROSER2	1	1	0	1	1	0	0	0	0	1
ATP1B1	0	1	1	1	1	1	0	0	0	0
FYN	0	0	0	0	1	1	0	0	0	0
DCBLD2	0	1	0	0	0	0	0	0	0	1
PALLD	0	1	0	0	0	0	0	1	0	1
DKK3	0	1	0	0	1	0	0	0	0	0
AHNAK2	0	0	0	1	0	1	0	0	1	0
MYB	0	0	0	0	1	0	0	0	0	0
CD276	0	1	0	0	1	0	0	0	1	0
GRAP	0	1	0	0	1	1	0	1	1	0
MYO1G	0	1	0	1	0	1	0	0	1	1
SOX9	0	1	0	1	1	1	0	1	1	0
RNF130	0	1	0	0	0	0	0	0	0	1
POGLUT3	0	1	0	0	1	0	0	0	0	1
PLK2	0	1	0	0	0	0	0	0	0	1
SPARC	0	1	0	0	0	0	0	0	0	1
MYLK	0	0	0	0	0	0	0	0	0	1
GALNT3	0	1	0	0	0	0	0	0	0	0
EAF2	0	0	0	0	0	0	0	0	0	1
MYO1C	0	1	0	0	1	1	0	1	1	1
NCKAP1	0	0	0	0	0	0	0	0	0	0
SPINT1	0	0	0	0	1	0	0	0	1	0
MYO6	0	0	0	0	1	0	0	0	0	0
SPR	0	1	0	0	0	0	0	0	0	0
DOCK11	0	0	0	0	0	0	0	0	0	0
AXL	0	1	0	0	0	0	0	0	0	0
ADAM9	0	0	0	1	1	0	1	1	0	1
BEX1	0	0	0	0	0	0	0	0	0	0
PXDC1	0	1	0	0	1	0	0	0	0	0
STARD10	0	1	0	0	1	0	1	0	0	1
GAS6	0	1	0	0	1	0	0	0	0	1
SUSD3	0	0	0	0	1	1	0	0	0	0
GATA6	0	1	0	1	0	0	0	0	1	0
C19orf33	0	1	0	0	0	0	1	0	1	0
GBP1	0	0	0	0	1	0	0	0	0	0
GBP3	0	0	0	0	1	0	0	0	0	0
SEC11C	0	1	0	1	0	0	0	0	1	1
NCF4	0	0	0	0	0	0	0	0	0	0
GPRC5C	0	1	0	1	1	1	0	1	1	0
CCND1	0	1	0	0	1	0	1	0	0	1
NRROS	0	1	0	0	0	0	0	0	0	0
SIX4	0	1	0	1	0	1	0	0	0	0
SAMSN1	0	0	0	0	1	0	1	0	1	0
SCEL	0	1	1	0	1	0	0	0	1	0
MBOAT2	0	1	0	0	0	0	0	0	0	0
TNFRSF21	0	1	0	0	1	0	0	0	0	0
GLCCI1	0	1	0	1	0	1	0	0	1	1
TMBIM1	0	0	0	0	0	0	0	0	0	0
NMU	0	1	0	0	0	0	0	0	1	0
BLM	0	1	0	0	1	0	0	0	1	0
BLVRA	0	1	0	1	0	1	0	0	1	1
BLVRB	0	1	0	0	0	0	0	0	0	0
BNC1	0	1	0	0	1	0	0	0	0	0
TUBB6	0	1	0	1	1	0	0	0	0	1
BMP4	0	1	0	1	1	1	0	0	1	0
RFTN1	0	1	0	0	1	0	0	0	0	1
ASAP2	0	1	0	0	0	0	0	0	0	0
SRPX2	0	0	0	0	0	0	0	0	0	0
SULF2	0	1	0	0	1	0	0	0	0	0
GJB5	0	1	0	0	0	0	0	0	0	0
CYFIP1	0	0	0	0	0	0	0	0	0	0
FOXL2	0	1	0	0	0	0	0	0	0	1
GNG12	0	0	0	0	1	0	0	0	0	0
BAIAP2L1	0	1	0	1	0	1	0	0	1	0
IER3	0	1	0	0	1	0	0	0	0	0
NFIB	0	0	0	0	1	1	0	0	1	1
SQSTM1	0	1	0	0	0	0	0	0	0	1
KLF5	0	1	1	0	1	0	0	0	1	0
GLI3	0	1	0	1	0	1	0	0	1	1
BTK	0	0	0	0	0	0	0	0	0	0
SVIL	1	1	0	1	0	0	0	0	0	1
SYK	0	0	0	0	1	1	0	0	0	0
TSPO	0	0	0	0	0	0	0	0	0	0
P2RY10	0	0	0	0	0	0	0	0	0	0
TMEM131L	0	1	0	0	0	0	0	1	0	1
C1R	0	0	0	0	1	0	0	0	0	0
C1S	0	0	0	0	1	0	0	0	0	0
C3	0	0	0	0	1	0	0	0	0	0
GNA11	0	1	0	0	1	0	0	0	1	0
POPDC3	0	0	0	0	1	0	0	0	0	0
SGCE	0	1	0	1	0	1	0	0	1	0
GNAI1	0	1	0	1	0	1	0	0	1	0
CKAP4	0	0	0	0	1	0	0	0	0	0
TAF4B	0	1	0	1	0	0	0	0	1	0
TAGLN	0	1	0	0	1	0	0	0	1	1
TAF5	0	1	0	1	0	0	0	0	1	1
NME3	0	1	0	1	0	1	0	1	0	0
FERMT2	0	1	0	1	1	1	0	0	1	0
BEX2	0	0	0	0	0	0	0	0	0	0
RTL8C	0	0	0	0	0	0	0	0	0	0
RAB32	0	0	0	0	1	0	0	0	0	0
CAMSAP2	0	1	1	1	1	1	0	1	0	0
NQO2	0	1	0	0	1	0	0	0	0	0
NLRC3	0	1	0	1	0	1	0	1	0	0
WWC1	0	1	0	0	0	0	0	0	0	1
ADGRA3	0	1	0	0	1	0	0	0	1	0
SLC27A2	0	0	0	0	1	0	0	0	0	0
SFN	0	1	0	0	1	0	0	0	0	0
KDELR3	0	0	0	0	0	0	0	0	0	0
DDR1	0	1	0	0	1	0	0	0	0	0
TCF7L2	0	1	0	1	0	0	0	0	1	1
P4HA2	0	1	0	0	0	0	0	0	0	1
TCF3	0	1	0	0	1	0	0	1	1	0
RAB31	0	1	0	1	1	0	0	0	0	1
ZEB1	0	1	0	1	0	0	0	0	0	1
TRIM2	0	1	0	0	0	0	0	1	0	1
RAB17	0	0	0	0	0	0	0	0	0	0
CALD1	0	1	0	1	0	1	0	0	1	0
PIM2	0	0	0	0	0	0	0	0	0	0
GAS2L3	0	1	0	0	1	0	0	0	0	0
NT5E	0	0	0	0	1	0	0	0	0	0
CAPG	0	1	0	0	0	0	0	0	0	0
CAPN2	0	0	1	1	1	1	0	1	0	0
CNTRL	0	0	0	0	1	1	0	0	0	0
GPX2	0	0	0	1	0	1	0	0	0	0
CLIC3	0	1	0	0	1	1	0	0	0	0
CAST	0	1	0	0	0	0	0	0	0	1
CASP1	0	1	0	0	1	0	0	0	0	1
AKNA	0	0	0	0	1	1	0	0	0	0
NFKBIZ	0	1	0	0	0	0	0	0	0	1
FCRLA	0	1	1	1	1	1	0	0	0	0
ODC1	0	1	0	0	0	0	0	0	0	0
CAV2	0	1	0	1	0	1	0	0	1	0
PRSS23	0	1	0	0	1	0	0	0	0	1
GPRC5A	0	0	0	0	1	0	0	0	0	0
TEAD4	0	1	0	0	1	0	0	0	0	1
MAP7	0	0	0	0	1	0	0	0	0	0
CBFA2T3	0	0	0	1	0	1	0	1	0	0
RUNX3	0	1	0	0	1	0	0	0	0	0
PAPSS2	0	1	0	1	0	0	0	0	1	1
SERPINH1	0	1	0	0	1	0	0	0	0	1
CXCL2	0	0	0	0	0	0	0	0	1	0
CXCL1	0	0	0	0	0	0	0	0	1	0
CBR1	0	0	0	0	1	0	1	0	1	0
NR2F2	0	1	0	0	1	0	0	0	1	0
CLDN1	0	1	0	0	0	0	0	0	0	1
GSN	0	0	0	0	1	1	0	0	0	0
TBC1D8	0	1	0	0	0	0	0	0	0	0
TGFBI	0	1	0	0	0	0	0	0	0	1
TGIF1	0	1	0	1	1	0	0	0	0	1
SLC22A18	0	1	0	0	1	0	0	0	1	0
COL18A1	0	0	0	0	1	0	1	0	1	0
CORO1A	0	1	0	1	0	1	0	1	0	0
THBS1	0	0	0	0	1	0	0	0	1	0
THBS2	0	0	0	1	1	0	0	0	0	0
CD3D	0	1	0	0	1	0	0	0	1	1
SH3PXD2B	0	1	0	0	0	0	0	0	0	1
FSTL1	0	0	0	0	0	0	0	0	0	1
CD9	0	0	0	0	1	0	0	0	0	0
P2RX5	0	1	0	0	1	1	0	1	1	1
SLC16A3	0	1	0	0	1	1	0	1	1	0
PDLIM1	0	1	0	1	0	0	0	0	1	1
TIMP2	0	1	0	0	1	1	0	1	1	0
TIMP3	0	0	0	0	0	0	0	0	0	0
TJP1	0	0	0	0	0	0	0	0	0	0
MAP4K1	0	1	0	0	0	0	1	0	0	0
GYPC	0	1	0	0	0	0	0	0	0	0
PKP3	0	0	0	0	0	0	0	0	0	0
QPRT	0	1	0	1	0	1	0	1	0	0
LRP11	0	0	0	0	1	0	0	0	0	0
SCARB2	0	0	0	0	0	0	0	0	1	0
SERPINE1	0	1	0	1	0	1	0	0	1	0
ERRFI1	0	0	0	0	1	0	0	0	0	0
CD44	0	1	0	0	1	0	0	0	0	0
TSPAN6	0	0	0	0	0	0	0	0	0	0
CD48	0	1	1	1	1	1	0	0	0	0
CD53	0	0	0	0	1	0	0	0	0	0
TSPAN8	0	1	0	0	1	0	0	0	0	0
ANXA10	0	1	0	0	0	0	0	1	0	1
SERPINB2	0	1	0	1	0	0	0	0	1	1
CD59	0	1	0	0	1	0	0	1	0	0
CD70	0	0	0	0	1	0	0	0	0	0
CD72	0	1	0	0	1	1	0	0	0	1
CD74	0	1	0	0	0	0	0	0	0	1
PAM	0	1	0	0	0	0	0	0	0	1
CD151	0	1	0	0	1	0	0	0	0	0
AVPI1	0	1	0	1	0	0	0	0	1	1
PAWR	0	1	0	0	1	0	0	0	0	0
CDA	0	1	0	0	1	0	0	0	0	0
SEMA3A	0	1	0	1	0	1	0	0	1	0
TNFAIP3	0	0	0	0	1	0	0	0	0	0
PRR15	0	1	0	1	0	1	0	0	1	1
CDC25A	0	1	0	0	1	0	0	0	0	1
AJUBA	0	1	0	1	1	1	0	0	0	0
TNNT1	0	1	0	0	0	0	0	0	0	0
PCBD1	0	1	0	0	0	0	0	0	0	1
ARHGAP45	1	1	0	0	1	0	0	0	0	0
CDH1	0	0	0	1	0	1	0	1	0	0
CDH3	0	0	0	1	0	1	0	1	0	0
PCDH9	0	1	1	0	1	0	0	0	1	1
AGRN	0	0	0	0	0	0	0	0	0	0
HCLS1	0	0	0	0	0	0	0	0	0	1
CDH13	0	0	0	1	0	1	0	1	0	0
TPBG	0	0	0	0	1	0	0	0	0	0
FILIP1L	0	1	0	0	0	0	0	0	0	1
CFH	0	1	1	1	1	1	0	1	0	0
CDS1	0	0	0	0	0	0	0	0	1	0
TCEAL3	0	0	0	0	0	0	0	0	0	0
CFAP251	0	0	0	0	1	1	0	0	0	0
CEBPD	0	0	0	0	1	0	0	0	0	1
DHRS3	0	1	0	0	1	0	0	0	0	0
HLA-DMA	0	1	0	0	1	0	0	0	0	0
TRIP6	0	1	0	1	0	1	0	0	1	0
HLA-DMB	0	1	0	0	1	0	0	0	0	0
HLA-DPA1	0	1	0	0	1	0	0	0	0	0
HLA-DPB1	0	1	0	0	1	0	0	0	0	0
CFL2	0	1	0	1	1	1	1	0	1	0
APOBEC3G	0	0	0	0	0	0	0	0	0	0
MGLL	0	0	0	0	0	0	0	0	0	1
ARHGAP30	0	1	1	1	1	1	0	0	0	0
SSBP2	0	1	0	0	0	0	0	0	0	1
ATP8B1	0	1	0	1	0	0	0	0	1	1
CD83	0	1	0	0	1	0	0	0	0	0
CHI3L2	0	0	0	0	1	0	0	0	0	0
KLF4	0	0	0	0	1	1	0	0	1	0
VPREB3	0	0	0	0	0	0	0	0	0	0
NIBAN3	0	1	0	0	0	0	0	0	0	0
TUBB2A	0	1	0	0	1	0	0	0	0	0
KRT80	0	1	0	0	0	0	0	0	0	0
GCSAM	0	1	0	0	0	0	0	0	0	1
OVOL2	0	1	0	0	1	0	0	0	0	0
RAB38	0	1	0	0	1	0	0	0	0	1
SERPINB6	0	1	0	0	1	0	0	0	0	0
SERPINE2	0	0	0	0	0	0	0	0	0	0
OAF	0	1	0	0	1	0	0	0	1	1
PIK3CG	0	1	0	1	0	1	0	0	1	0
AHNAK	0	1	0	0	1	0	0	0	0	0
RASSF4	0	1	0	0	1	0	0	0	0	0
LPXN	0	1	0	0	1	0	1	0	0	0
PVRIG	0	1	0	1	0	1	0	0	1	0
ARHGAP29	0	0	0	0	1	0	0	0	0	0
PKP2	0	1	0	0	1	0	0	0	0	0
DNAJC12	0	1	0	0	0	0	0	0	0	1
OCIAD2	0	1	0	0	1	0	0	0	1	0
SLAIN1	0	1	1	0	1	0	0	0	1	0
BAMBI	1	1	0	1	0	0	0	0	0	1
PIMREG	0	1	0	0	1	1	0	1	1	1
PLAT	0	0	0	1	1	0	0	0	0	1
PLAU	0	1	0	0	0	0	0	0	0	1
HES1	0	1	0	0	0	0	0	0	0	1
UPP1	0	1	0	1	0	1	0	0	1	1
PLAUR	0	1	0	0	1	0	0	0	0	0
PLCG2	0	0	0	1	0	1	0	1	0	0
TNFAIP8	0	1	0	0	0	0	0	0	0	1
CHST2	0	0	0	0	0	0	0	0	0	1
NEURL1B	0	1	0	0	0	0	0	0	0	1
BACE2	0	0	0	0	0	0	1	0	1	0
RBM47	0	1	0	0	1	0	0	0	1	0
HSPA1A	0	1	0	0	1	0	0	0	0	0
PLOD2	0	0	0	0	0	0	0	0	0	1
HSPA1B	0	1	0	0	1	0	0	0	0	0
HSPA2	0	0	0	1	0	1	0	0	0	0
AIM2	0	1	1	1	1	1	0	0	0	0
ITM2A	0	0	0	0	0	0	0	0	0	0
PLOD1	0	0	0	0	1	0	0	0	0	0
PLS3	0	0	0	0	0	0	0	0	0	0
PLSCR1	0	0	0	0	0	0	0	0	0	1
VAV1	0	0	0	0	1	0	0	0	0	0
CNN3	0	0	0	0	1	0	0	0	0	0
PRXL2C	0	0	0	0	1	1	0	0	1	0
DSE	0	0	0	0	1	1	0	0	0	0
TEX19	0	1	0	0	1	1	0	1	1	0
APBB1IP	1	1	0	1	0	0	0	0	0	1
COL1A1	0	1	0	0	1	1	0	1	1	0
COL1A2	0	1	0	1	0	1	0	0	1	0
VEGFC	0	1	0	0	0	0	0	1	0	1
COL3A1	0	0	0	0	0	0	0	0	0	0
COL4A1	0	1	0	0	1	0	0	0	0	1
PMP22	0	1	0	0	1	1	0	1	0	0
COL4A2	0	1	0	0	1	0	0	0	0	1
COL4A5	0	0	0	0	0	0	0	0	0	0
VIM	1	1	0	1	1	0	0	0	0	1
FKBP10	0	1	0	0	0	1	0	1	1	0
COL5A1	0	0	0	0	1	1	0	0	0	0
FNDC3B	0	1	0	0	0	0	0	0	0	1
COL5A2	0	0	0	0	0	0	0	0	0	0
COL7A1	0	1	0	0	1	0	0	0	0	1
COL8A1	0	1	0	0	0	0	0	0	0	1
VRK1	0	0	0	1	0	1	0	0	1	0
COL11A1	0	0	0	0	1	0	0	0	0	0
VSNL1	0	1	0	0	0	0	0	0	0	0
COL17A1	0	1	0	1	0	0	0	0	0	1
WIPF1	0	1	0	0	0	0	0	0	0	0
S100A16	0	0	1	1	1	1	0	0	0	0
RHOD	0	1	0	0	1	0	1	0	0	1
LAT2	0	1	0	1	0	1	0	0	1	0
TNC	0	0	0	0	1	1	0	0	0	0
LITAF	0	1	0	1	0	1	0	0	0	0
GDF15	0	1	0	0	0	0	0	0	0	0
ICA1	0	1	0	1	0	1	0	0	1	1
ICAM2	0	1	0	0	1	1	0	0	1	0
EFEMP2	0	1	0	0	1	0	0	0	0	1
BAG3	0	1	0	1	0	0	0	0	0	1
GMFG	0	1	0	0	0	0	0	0	0	0
IRF8	0	0	0	1	0	1	0	1	0	0
ID1	0	0	0	0	1	0	0	0	0	0
ID2	0	1	0	0	0	0	0	0	0	0
POU2AF1	0	1	0	0	1	0	0	0	0	1
NPDC1	0	1	0	0	1	1	0	0	0	0
WWTR1	0	0	0	0	0	0	0	0	0	1
CLDN4	0	1	0	1	0	1	0	0	1	0
CLDN7	0	1	0	0	1	1	0	1	1	1
NIBAN2	0	0	0	0	1	1	0	0	1	0
PPARG	0	1	0	0	1	0	0	0	0	1
GTF2IRD1	0	1	0	1	0	1	0	0	1	0
CDCP1	0	1	0	0	1	0	0	0	0	1
IFI16	0	1	1	1	1	1	0	0	0	0
IFI27	0	0	0	1	0	1	0	0	1	0
YES1	0	1	0	1	1	0	0	0	0	1
SP110	0	0	0	0	0	0	0	0	0	0
PPIC	0	1	0	0	0	0	0	0	0	1
CRABP2	0	1	1	1	1	1	0	0	0	0
IFIT1	0	1	0	1	0	0	0	0	1	1
ADGRA2	0	0	0	1	1	0	1	1	0	1
CRAT	0	0	0	0	1	1	0	0	1	0
FAM83H	0	1	0	1	1	0	0	1	0	1
MISP	1	1	0	0	1	0	0	0	0	0
ZNF22	0	1	0	0	0	0	0	0	0	1
ME2	0	0	0	0	0	0	0	0	0	0
SPATS2L	0	0	0	0	0	0	0	0	0	0
RASAL3	0	1	0	0	0	0	1	0	0	0
IGFBP6	0	1	0	0	0	0	0	0	0	0
PPP3CA	0	0	0	0	1	0	0	0	0	0
ARHGEF10	0	1	0	1	1	0	1	1	0	1
RHPN2	0	1	0	0	1	0	0	0	0	1
SRGN	0	1	0	0	0	0	0	0	0	1
FAM210B	0	1	0	0	1	0	1	0	0	0
DEF6	0	1	0	0	1	0	0	0	0	0
CST3	0	1	0	0	1	0	0	0	0	0
RAB11FIP5	0	1	0	0	0	0	0	0	0	0
PRKCB	0	1	0	1	0	1	0	0	0	0
CTBP2	0	1	0	1	0	0	0	0	0	1
RAI14	0	1	1	0	1	0	0	0	0	1
CCN2	0	0	0	0	1	0	0	0	0	0
LY6K	0	1	0	1	1	0	0	1	0	1
IGLL1	0	0	0	0	0	0	0	0	0	0
CTNNA1	0	1	0	0	0	0	0	0	0	1
SLFN11	0	1	0	0	0	1	0	1	1	0
PRKCZ	0	0	0	0	0	0	0	0	0	0
IL1B	0	1	0	0	0	0	0	0	0	0
CTSB	0	1	0	1	0	0	1	1	0	1
NEXN	0	0	0	0	1	0	0	0	1	0
CTSH	0	1	0	0	1	0	0	0	1	0
CTSL	0	0	0	0	1	1	0	0	0	0
CTSV	0	0	0	0	1	1	0	0	0	0
CTSS	0	0	1	1	1	1	0	0	0	0
CTSZ	0	1	0	0	0	0	1	0	0	0
